logM logSFR logZ z axis_ratio ngrid taugrid
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.5174 0.09066798309346322 -0.7224375021232022 0.6691434222303718
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.5174 0.3809665908812067 -0.7315236327684791 0.37657422669232554
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.5174 0.5419596572709843 -0.5621068349292486 0.4554894391907719
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.5174 0.7127433928555273 -0.2621491539824344 0.2743896528110257
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.5174 0.9664542801401295 -0.28094984188415495 0.42637564734034006
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.8031 0.09066798309346322 -0.8153423379700464 0.22823779963106114
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.8031 0.3809665908812067 -0.9379540701763311 0.19322740703160818
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.8031 0.5419596572709843 -0.47877877080560766 0.2559973896249095
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.8031 0.7127433928555273 0.14986774690210491 0.16746873729905953
8.741825464093454 -2.0640920290295046 -1.7049187186549248 0.8031 0.9664542801401295 0.020846504964649973 0.272631974158123
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.098 0.09066798309346322 -0.3291547633194912 0.5065638012796188
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.098 0.3809665908812067 0.015405956757683123 0.200236176891884
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.098 0.5419596572709843 -0.651960329275294 0.4844457785221451
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.098 0.7127433928555273 -0.497890315940938 0.591416722135871
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.098 0.9664542801401295 -0.4266443160435416 0.6702870436773049
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.6266 0.09066798309346322 -0.3991004776355989 0.8457359219664162
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.6266 0.3809665908812067 -0.41696684580956045 0.8201538706914573
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.6266 0.5419596572709843 -0.5034355774835242 0.8297227561066043
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.6266 0.7127433928555273 -0.4734312286969809 0.8341266581208467
8.741825464093454 -2.0640920290295046 -1.7049187186549248 1.6266 0.9664542801401295 -0.4363520848293172 0.8776434966785128
8.741825464093454 -2.0640920290295046 -1.7049187186549248 2.8315 0.09066798309346322 -0.3962964039306757 0.9425622551953443
8.741825464093454 -2.0640920290295046 -1.7049187186549248 2.8315 0.3809665908812067 -0.3997301172283195 0.930472969251817
8.741825464093454 -2.0640920290295046 -1.7049187186549248 2.8315 0.5419596572709843 -0.412834865865238 0.9242934182212383
8.741825464093454 -2.0640920290295046 -1.7049187186549248 2.8315 0.7127433928555273 -0.4098216740736049 0.9273359683236347
